RED1,RED2,OCCURRENCE,ISSUE
20,28,69,22007 21132 21126 21111 21104 21035 18140 18097 18096 18033 18014 18005 17139 16059 16006 15140 15121 15087 15084 15081 15071 14129 14111 14108 14056 14042 13073 12145 12120 12119 12117 12084 12055 12028 10128 10126 10117 10113 10068 09123 09113 09107 09087 08134 08057 08030 08024 08022 08021 07020 06123 06115 06101 06047 05146 05145 05079 05038 05005 05002 04089 04007 03080 03061 03053 03048 03031 03028 03018 
20,29,82,22028 22016 21143 21127 21060 20124 20079 20025 19076 18098 18093 18080 17143 17050 17049 16136 16114 16077 16035 16033 16007 15140 15126 15121 15088 15084 15078 15071 14146 14139 14122 14119 14098 14094 14093 14082 14056 14001 13142 12133 12120 12090 12084 12069 12008 11140 11104 11088 11078 10102 10045 09113 09107 09106 09104 09099 09072 09046 08141 08085 08084 08044 07062 07028 06143 06133 06115 06114 06095 06090 06080 06069 05074 05032 05020 04097 04082 04069 04056 04040 03076 03053 
20,30,82,21060 20075 20060 20029 20023 20022 20013 19139 19064 18122 18094 18074 18068 18057 18048 17149 17116 17104 17057 17037 17033 17030 16148 16138 16125 16046 16043 16017 16002 15140 15111 14073 14024 13146 13082 12090 12054 12045 12028 12019 11139 10084 09104 09098 09090 09085 09075 09068 09065 09049 09046 09040 09026 08126 08084 08069 08057 08024 08012 07142 07129 07096 07062 07028 06154 06153 06119 06108 06069 06009 05055 04115 04096 04089 04082 04056 04034 04022 03080 03048 03033 03009 
20,31,80,22016 21126 21125 21118 21001 20007 19131 19075 19015 18150 18139 18051 18048 18046 18014 18007 18005 18003 17147 17144 17137 17106 17063 17057 17055 17014 16116 16067 16006 16005 15140 15088 15081 15072 15071 15003 14124 14098 14039 14010 13099 13063 12130 12112 12111 12062 11139 11136 11133 11036 11035 11029 10139 10083 10073 10062 10042 09093 09049 09037 08114 07153 07076 07020 06152 06143 06133 06105 06033 06032 05121 05089 05036 04115 04111 04110 04097 04064 03048 03023 
20,32,77,22037 22010 20115 20109 20096 20050 20029 19102 19080 19076 19066 18139 18122 18098 18096 18041 17144 17139 17116 16149 16061 16058 15143 15079 15057 14146 14129 14101 14009 13146 13119 13066 13004 12115 12106 12049 12041 11098 11045 11001 10069 10047 10042 09133 09104 09093 09087 09084 09062 08134 08079 08022 07104 07096 07044 06143 06123 06079 06047 06030 05143 05139 05121 05078 05055 05050 05031 04093 04090 04029 04006 03066 03062 03061 03043 03031 03028 
20,33,68,21128 20124 20087 20050 20023 19139 19119 19111 19075 19068 19064 18093 18080 18033 18030 18015 18005 16151 16149 16135 16043 16005 15149 15017 15015 15007 14124 14073 14042 14010 13146 13127 13034 12145 12101 12054 12046 11057 10103 10062 09146 09093 09084 09065 09025 09016 09006 08141 08128 07125 07108 07102 07062 07016 06154 06153 05139 05129 05072 05055 05007 05005 05002 04119 04115 04093 04090 04061 
21,22,79,22042 22041 21146 21075 21056 21054 21023 20079 20045 19077 19005 19003 18131 18118 18110 18032 18022 18010 17140 17122 16133 16096 16041 16034 16013 15149 15026 14142 14131 14063 14041 14023 13143 13140 13132 13108 13088 13052 12071 12059 11098 11027 11023 11013 11003 10083 10066 10050 09047 09034 08154 08124 08116 08066 07140 07132 07129 07121 07101 07030 07002 06136 06135 06130 06116 06091 06081 06075 06021 06006 05101 05065 05029 04114 04110 04099 04070 04043 03088 
21,23,84,22044 22002 21128 21076 21056 21023 20090 20065 20057 19122 19088 19058 19050 19033 19012 18110 18086 18032 18022 18019 18011 17150 17109 17103 17029 16142 16130 16099 16034 15118 15104 15102 15042 14142 14127 14083 14051 14002 13132 13114 13071 13058 12071 12015 12004 11129 11100 11091 11003 10138 10096 10083 10046 10044 10039 10015 09132 09069 09062 09051 09001 08032 07132 07067 07064 07036 06139 06135 06075 06063 06056 06020 06006 05149 05104 05065 05061 05014 04105 04057 04024 03073 03013 03007 
21,24,64,22041 21150 21137 21054 21039 19133 19091 19011 18131 18123 18043 18032 17136 17127 17122 16141 16124 16096 16041 15120 14141 14112 14102 14051 14016 14012 13088 13058 13052 13027 12139 12093 12035 11085 11011 10145 10138 10097 10096 10077 10037 10009 09050 09001 08153 08116 07106 07044 06136 06091 06085 06072 06064 06063 05101 05069 05061 05040 04081 04078 04043 04031 03088 03036 
21,25,76,22019 22002 21112 21031 21014 21007 20121 20097 20077 19113 19069 18032 18030 18025 17147 17140 17119 17103 17082 17045 17029 17024 16120 16085 16028 16018 15107 15104 15093 15074 15041 15009 14152 14142 14106 13132 13089 13032 13008 12132 12124 12024 11133 11131 11090 11027 11023 10152 10101 10067 10039 09153 09116 08111 08102 07136 07106 07079 07065 06139 06085 06084 06075 06056 05149 05135 05090 05060 05058 05023 04084 04057 04056 04050 04024 03036 
21,26,87,21150 21146 21036 20097 20090 20068 20065 20057 19005 18108 18095 18086 18056 18023 18015 17119 17024 16090 16071 16013 15120 15114 15104 15092 15074 15068 15062 14022 13116 13099 13092 13071 12127 12116 12067 12059 12043 12035 11152 11129 11110 11099 11097 11076 11074 11057 11027 11026 10138 10133 10101 10097 10050 10037 09117 09046 09035 09034 09013 08154 08101 08082 08071 08057 08028 08024 07140 07083 07018 07012 06020 06006 06002 05153 05067 05058 05042 05036 04112 04099 04078 04075 03089 03056 03007 03006 03002 
21,27,77,21129 21117 21023 20077 20068 20064 19103 19074 19058 19038 19025 19003 18123 18118 18011 17127 17126 17122 16133 16130 16124 16099 16069 16032 16029 15120 15092 15068 14151 14127 14044 14031 14028 14006 13143 13139 13132 12153 12124 12112 12099 12057 12045 11102 11099 11060 11003 10145 10046 10044 09152 09116 09082 09039 09013 08100 08071 08058 08053 08048 08010 07128 07121 07030 06137 06035 06024 05152 05114 05042 05029 04120 04081 04075 03089 03036 03006 
21,28,73,21129 21112 21084 21046 21031 21023 19095 19005 18102 18042 18005 17140 17082 17056 16130 16120 16071 16034 15146 15121 15095 15029 14142 14131 14102 14044 13108 13071 13054 12153 12139 12136 12028 12024 11110 11091 11074 11070 10145 10096 10086 10050 10032 10015 09152 09141 08109 08101 08100 08095 08071 08057 08032 08024 07121 07077 07045 07012 06084 06064 06041 06002 06001 05095 05035 04075 04057 03061 03060 03056 03055 03053 03036 
21,29,81,22044 22041 21129 21075 21056 21039 21014 20121 20089 20079 20030 19103 19091 19088 19074 19056 19038 19033 18093 18042 18023 17140 17082 17075 17024 16071 16028 15152 15121 15120 15074 15070 15033 14029 14008 13110 13032 12133 12129 12116 11088 11074 10086 10032 09141 09082 09072 09050 09046 09035 08116 08095 08066 08058 08045 08034 08028 08016 08009 07152 07136 07106 07077 07056 06095 06076 06035 06020 05153 05095 05090 05054 05039 05035 04071 04056 04050 04040 04013 03056 03053 
21,30,74,22042 21076 21052 20097 20089 20082 20030 20023 20013 19121 19087 19038 19025 19022 19011 18108 17140 17126 17029 16142 16119 15146 15095 14112 14055 14028 14018 14008 13032 12067 12045 12028 11091 10138 10086 10050 09132 09079 09052 09050 09046 09009 09001 08153 08101 08066 08057 08048 08024 08011 08009 07152 07129 07101 07071 07045 07038 07036 07030 06130 06128 06044 05104 05042 05040 05035 05029 05014 04105 04091 04070 04056 04013 03073 
21,31,91,22002 21135 21054 21039 21031 20090 20033 19133 19121 19101 19074 19012 19005 18148 18131 18123 18118 18042 18005 17147 17123 17119 17103 17044 17024 16129 16119 16013 15118 15095 15093 15072 15033 15010 14102 14063 14002 13108 13099 13092 13081 12148 12139 12116 12112 12059 12057 12030 11133 11102 11100 11085 11060 10152 10145 10130 10105 10086 10083 10066 10044 09141 09117 09079 09070 09035 09009 09001 08111 08058 08031 08014 08009 07128 07071 07065 07056 07036 06137 06135 06128 06057 06044 05069 05060 05036 05006 04110 03055 03054 03014 
21,32,81,22010 21146 21076 21056 21007 20090 20078 20068 20064 20057 20033 20030 19091 19005 18131 18123 18083 18032 17127 17044 16124 16119 16071 15152 15146 15143 15075 15042 15033 14131 14028 14011 14002 13143 13116 13110 13108 13049 13008 12127 12116 11100 11098 11076 11074 10133 10066 10047 10046 10039 10009 09116 09062 09050 08111 08102 08048 08045 08028 08011 08009 07056 07044 06130 06116 06081 06076 06006 05149 05090 05040 05027 05022 05014 04120 04081 04057 04024 04013 03061 03013 
21,33,62,21128 21117 21112 21046 21014 20045 20023 19113 19101 19074 19031 19025 19022 19012 18131 18095 18093 18083 18030 18015 18011 18005 17129 17103 16133 16129 16099 15149 15026 14083 14044 14018 14002 13116 13114 13032 13031 12124 12093 12043 11110 11076 11057 10032 09009 08016 07152 06128 06116 06075 05104 05069 05060 05022 04112 04099 04091 04070 03089 03088 03063 03054 
22,23,84,22028 22007 21111 21081 21080 21056 21023 20133 20071 19099 19049 18145 18128 18116 18110 18103 18034 18032 18022 17112 17088 17057 17017 17005 16122 16118 16100 16091 16057 16034 16022 15137 15110 15020 15012 14142 14134 14087 14038 13132 13097 13003 12106 12086 12075 12071 11148 11127 11003 10100 10083 10072 09124 09042 09029 09025 08121 08112 08110 08099 08056 08041 08007 08004 07143 07132 07092 07068 07025 06141 06135 06117 06075 06062 06058 06033 06006 05065 05018 05004 04046 04015 04004 03079 
22,24,92,22041 22026 22021 21080 21073 21054 21006 20111 20105 20092 20041 20036 20015 19119 19111 19086 19082 19034 18131 18103 18084 18082 18079 18075 18032 17122 17121 17084 17080 17078 17064 17062 16122 16096 16072 16041 16021 16020 16016 15133 15108 15101 15035 14150 14096 14081 14038 14004 13088 13052 12078 12048 12032 12031 11036 10117 10115 10091 10069 10053 10023 10020 10019 10011 09055 08150 08120 08116 08099 08037 08005 07146 07143 07092 07027 06136 06122 06091 06062 06058 05101 05099 05077 05046 05037 04122 04088 04043 04029 04009 03088 03077 
22,25,79,22033 22007 21073 21062 21049 21042 21006 20110 20098 20059 20041 20022 19108 19053 19046 19042 18145 18140 18124 18072 18054 18047 18032 18029 17140 17070 17063 17037 16106 16072 16065 16030 16016 16015 16004 15142 15122 15090 15048 14142 14107 14071 14014 14004 13133 13132 13097 13064 13050 12053 12044 12040 12027 12016 12006 11148 11121 11027 11023 10146 10115 10034 09123 09094 08080 08056 08040 08005 08002 06141 06075 06058 06040 05076 05028 05018 04041 04004 03077 
22,26,96,22033 22031 22021 21146 21111 21006 20134 20131 20111 20062 20005 19119 19110 19086 19042 19034 19028 19005 18066 18055 18034 18024 17070 17062 16115 16065 16060 16057 16055 16021 16016 16015 16013 15148 15131 15081 15078 15073 15061 15054 15031 14147 14134 14092 14053 13119 13079 13034 13007 13003 12068 12059 12018 11148 11108 11027 10116 10100 10061 10050 10020 10019 10010 10003 09125 09104 09094 09034 09025 08154 08152 08148 08147 08145 08120 08077 07146 07143 07140 07025 07016 07006 06142 06132 06131 06117 06080 06062 06040 06019 06006 05113 05028 04099 03079 03023 
22,27,88,21113 21105 21042 21023 20133 20131 20062 20010 19150 19110 19106 19099 19003 18118 17122 17098 17093 17041 17016 16133 16115 16114 16100 16065 16049 15153 15148 15137 15127 15125 15108 15073 15048 14126 14107 14081 14079 14075 14068 13143 13132 13062 13055 13003 12076 12053 12031 11150 11140 11127 11003 10134 10060 10053 10023 10019 10007 10003 09125 09073 09042 08127 08121 08107 08089 08043 08041 08040 08006 08004 07131 07121 07086 07030 07027 07006 07003 06142 06129 06104 06033 05117 05113 05029 05009 05008 04095 03074 
22,28,77,22007 21111 21104 21055 21023 20119 20103 19110 19086 19082 19049 19005 18140 18116 18033 17140 17064 17058 16122 16091 16038 16034 15137 15128 15123 15101 15084 15081 14142 14134 14131 14121 14111 14079 13108 13096 13013 13012 13003 13002 12152 12142 12122 12078 11071 11050 10134 10117 10053 10050 10043 10007 10003 09124 09123 09053 08149 08148 08073 08040 08037 08013 07149 07121 07068 07055 06104 06047 06040 06039 05117 05112 05076 05030 04095 04020 03031 
22,29,90,22041 22028 21124 21101 21080 21075 21056 21048 21003 20133 20079 20063 19150 19134 19063 19053 19028 18079 17140 17128 17095 17088 17016 16122 16114 16100 16060 16038 16030 16011 15153 15101 15084 15078 15012 14081 14075 14068 14032 14021 14014 13142 13096 13012 12152 12142 12122 12082 12076 12075 12039 12006 11140 11127 11108 11107 11078 11050 11016 10115 10102 09149 09148 09104 09055 09029 08150 08149 08145 08116 08110 08080 08066 08039 08029 08004 08002 07086 07055 06144 06129 06080 06069 06026 05142 05112 05009 04069 04041 04004 
22,30,86,22042 22020 21121 21113 21029 20131 20022 20015 19134 19106 19099 19072 19028 18122 18072 17140 17118 17116 17098 17068 17057 17037 17028 17005 16106 16076 16022 16017 15125 15045 14121 13096 13082 13067 13053 13006 13002 12076 12048 12027 12021 12019 11071 11058 11053 10072 10053 10050 10011 10007 09136 09124 09104 09065 09042 08152 08127 08077 08075 08072 08066 08056 08007 07149 07146 07129 07101 07096 07075 07030 07015 06132 06130 06069 06062 06038 05112 05063 05055 05029 05011 04095 04070 04002 03024 03009 
22,31,68,22021 22006 21101 21054 20080 20010 19086 19075 19063 19053 19009 19005 18131 18118 18024 17128 17068 17063 17062 17057 16118 16013 15137 15091 15081 15045 15012 14147 14095 14063 14053 13112 13108 13026 12142 12130 12111 12059 12040 12031 12027 11136 11036 10083 10072 10066 10003 08121 08110 08037 06141 06135 06104 06078 06039 06033 05099 05098 05012 05009 05003 04122 04110 04020 04002 03079 03075 03023 
22,32,95,22037 22031 22020 21146 21124 21105 21056 21049 21048 20119 20113 20103 20063 20036 20010 20005 19108 19066 19046 19009 19005 18131 18122 18059 18032 18024 17121 17116 17058 17025 17021 16076 16060 15063 15061 15053 15031 14150 14147 14131 14087 13143 13119 13118 13108 13064 13055 13007 12110 12106 12075 12068 12018 12006 11121 11098 11058 10146 10069 10066 10034 09148 09147 09104 09008 08150 08131 08121 08107 08080 08029 07096 07075 07007 06130 06116 06081 06047 06039 06026 06019 06006 05117 05077 05055 05037 05028 05008 04095 04088 04046 04029 04008 03074 03031 
22,33,80,20119 20098 20080 20045 20015 19119 19111 19106 19075 18131 18054 18033 18013 17118 17098 17090 17021 16151 16133 16118 16004 15149 15127 15125 15090 15061 15053 15035 15026 14087 14038 14032 13127 13118 13053 13034 13003 12078 12068 12053 12006 11121 11108 11058 11054 10115 10107 10043 10007 09146 09140 09136 09094 09065 09025 09008 08149 08147 08120 08103 08077 08073 08043 07092 07016 06132 06131 06116 06078 06075 06040 05098 05077 05055 05008 04099 04070 04008 03088 03075 
23,24,77,22030 22011 21139 21125 21089 21087 21080 21063 21043 20038 19041 18103 18041 18038 18032 17100 17002 16143 16122 16092 15147 15096 15024 15004 15003 14101 14051 14038 14030 14020 13145 13137 13135 13109 13090 13087 13077 13076 13058 13041 12150 12147 12126 12121 12088 12064 12023 12008 11112 11095 11038 11009 10138 10136 10108 10104 10096 10063 09103 09001 08099 08027 07143 07092 06099 06063 06062 06058 06037 05148 05061 05041 04080 04066 04019 03050 03039 
23,25,74,22043 22035 22011 22007 22002 21067 21034 21018 20087 19024 18153 18145 18121 18117 18038 18032 17152 17130 17125 17103 17089 17079 17029 17019 17002 16143 16121 15104 15022 14142 14059 14050 14020 13135 13132 13124 13097 11148 11130 11105 11081 11065 11056 11047 11009 10039 09131 09007 08139 08138 08056 07151 07144 07113 07078 07034 06141 06139 06075 06058 06056 06037 05149 05137 05127 05093 05018 04113 04066 04057 04024 04004 03034 03017 
23,26,87,22030 21144 21141 21111 21069 21041 21028 20128 20096 20090 20065 20057 20012 20001 19062 19041 18086 18034 18009 17152 17137 17073 17072 17046 17011 16149 16078 16057 16042 16040 16003 15116 15104 14145 14134 14050 13077 13076 13071 13057 13003 12150 11148 11146 11129 11126 11017 11014 11009 10142 10138 10136 10100 10089 09131 09071 09058 09054 09041 09028 09025 09007 08139 08055 08027 08018 08008 07143 07126 07113 07025 06145 06117 06109 06062 06042 06020 06006 05089 05087 04106 04080 04059 03079 03078 03050 03007 
23,27,71,22043 22030 21139 21126 21028 21023 21011 20133 20096 20067 19147 19112 19107 19099 19060 19058 19020 18147 18051 18011 17079 17043 16130 16116 16100 16099 15137 15076 15064 14127 14005 13137 13132 13109 13105 13101 13024 13003 12088 12012 11127 11105 11065 11047 11003 10148 10142 10141 10104 10088 10073 10070 10052 10051 10046 10044 09059 09042 08121 08068 08041 08008 08004 06099 06033 05097 05094 05064 05001 03039 03030 
23,28,77,22007 21126 21111 21093 21023 20126 20055 19049 19024 19020 18152 18116 18038 18035 18021 17120 17091 17054 17040 16130 16122 16121 16091 16068 16063 16034 16003 15137 15136 15116 14142 14134 14120 14108 14033 13087 13080 13071 13057 13003 11146 11105 11091 10125 10096 10068 10051 10015 10004 09143 09124 09107 09074 09067 09064 09041 09038 08094 08036 08032 07148 07144 07123 07068 07054 06146 06145 06082 06042 06023 05097 05001 04106 04073 04057 04011 03003 
23,29,68,22044 22028 21080 21067 21056 20133 20001 19088 19044 19033 19024 18152 18038 17152 17125 17091 17088 17069 17040 17011 16122 16100 16092 16078 16070 15136 15126 15012 14145 14094 14085 13135 13109 13090 13077 13076 13065 13029 12075 12020 12008 11127 11101 11065 10150 10125 10052 09107 09064 09029 08110 08068 08052 08004 07105 07019 06148 06090 06082 06046 06020 05148 05128 05093 05041 04106 04004 03078 
23,30,77,22030 21141 21076 20084 20067 20055 20048 20001 19139 19099 19062 18147 17133 17125 17104 17074 17073 17072 17057 17033 17030 17029 17005 16142 16022 16019 15147 15069 14133 14114 14030 14024 13124 13106 13076 13065 13024 11137 11093 11091 10150 10138 10088 10072 10002 09132 09124 09098 09090 09067 09059 09045 09042 09024 09001 08108 08056 08007 07047 07036 06146 06125 06062 06060 06016 05115 05105 05104 05103 05097 05064 05014 04105 04011 03078 03073 03052 
