RED1,RED2,OCCURRENCE,ISSUE
16,30,77,22018 22003 21121 21032 20125 20089 20084 19062 19025 18094 18072 18031 17126 17085 17074 17073 16138 16083 16019 15147 15146 15111 15040 15014 14133 14112 14080 14073 14028 14027 14025 14024 14008 13147 13069 13025 13002 12027 12021 12014 11114 11069 11020 10149 10143 10087 09151 09120 09105 09079 09067 09061 09046 09044 09042 08140 08078 08012 07101 07075 07047 07032 07030 07005 06069 05103 05083 05042 05035 05016 04121 04115 04096 04083 03086 03065 03012 
16,31,66,22040 22036 22015 22005 21134 21013 20125 20021 19133 19086 19053 19015 18134 18087 18058 18003 17144 17119 17074 17063 17044 17043 16083 16006 15096 15050 14136 14133 14102 14027 13130 13108 12062 12031 12027 11151 11142 11044 10143 10073 10030 10024 09118 09079 09054 08140 08118 08110 08055 07135 07076 07037 07020 07019 06141 06042 06039 06031 05100 05099 05075 05012 04115 04111 03075 03055 
16,32,85,22038 22018 21138 20109 20078 20068 20063 20053 20036 20034 20006 20005 19143 19102 19046 19036 19004 18134 17144 17044 17025 17022 16080 16075 16063 16054 16012 15146 15109 15083 15063 15059 15040 15032 15005 15002 14136 14105 14101 14064 14049 14028 13108 13085 13066 13049 13004 12154 12074 12047 11114 11084 11055 11045 11031 10028 09131 09128 09122 09077 09054 09027 09008 08023 07124 07118 07112 07075 07066 07042 07032 06116 06081 06043 06039 06031 06007 05149 05031 04121 04067 04046 03058 03044 03028 
16,33,63,22040 21140 21091 21053 21028 21011 20124 20053 19116 19025 18141 18134 18092 17113 17090 16151 16133 16109 16088 15109 15036 14073 13130 13069 12123 12096 12094 12047 12009 11151 11109 11054 10098 09146 09131 09094 09016 09008 08132 08118 08103 08078 08046 08043 08015 07135 07066 07051 07042 07037 06126 06116 06094 06034 06007 04115 04083 04061 03075 03065 03058 03044 03019 
17,18,84,22045 22003 21116 21099 21043 21025 20030 20011 19145 19104 19019 18146 18144 18130 18078 17133 16126 16063 16041 16033 15069 15034 15011 15005 14128 14106 14076 14067 14066 14046 14018 13134 13115 13110 13078 13069 13025 12101 12092 12030 12012 11147 11094 11049 11046 11009 10150 10146 10111 10074 10005 10001 09144 09073 09026 09012 08143 08115 08111 08035 08033 08025 07082 07070 07053 07033 06138 06113 06109 06094 06057 05123 05096 05054 05044 05034 04104 04042 04036 04005 03082 03070 03041 03037 
17,19,83,22045 22023 22022 22009 21148 21142 21135 21107 21037 20047 20044 19145 19131 19128 19061 19056 19045 19042 18069 18066 18057 18008 17111 17066 16126 16077 16064 16027 15142 15100 15091 14105 14096 14069 14053 13147 13137 13134 13131 13128 13079 13033 13021 13014 12138 12063 12050 12007 11128 11097 11094 11067 11042 11034 11026 11020 10151 10074 10058 10021 09019 09010 08151 08146 08143 08105 08026 08025 08003 07149 07138 07085 06127 06061 06038 06025 05056 04079 04040 04023 03082 03075 03070 
17,20,77,22043 22001 21148 21142 21128 21111 21109 21104 21099 21060 20095 20050 20007 19131 19066 19003 18144 18097 18068 18057 18010 18003 17108 16113 16090 16082 16077 16033 16002 15142 15049 15034 15011 15007 14124 14119 14111 14098 13073 13066 13014 12101 12062 12012 11135 11097 11088 11082 11067 11045 10103 10071 09103 09085 09075 09026 09019 09010 08069 08054 08017 07062 06095 06080 06079 06049 06047 06030 05145 05143 05007 04089 04040 04037 04014 04007 03031 
17,21,81,22001 21135 21128 21117 20082 20030 19056 19003 18086 18064 18010 17126 16142 16141 16130 16090 16041 16018 15146 15100 15041 15026 15009 14131 14106 14066 14063 14031 14023 14018 14013 14006 13114 13110 13058 13008 12148 12138 12136 12132 12129 12030 11131 11097 11088 11073 11042 11026 11022 10152 10133 10039 09137 09116 09005 08111 08101 08100 08025 08014 08011 08010 07152 07067 07056 06137 06136 06095 06084 06076 06057 06036 05065 05054 04114 04071 04042 04040 03060 03056 03013 
17,22,81,21111 21104 21048 21029 21004 20111 20062 20059 20018 20005 19066 19042 19003 18116 18079 18066 18010 17077 17025 16047 16041 16004 15142 15130 15110 15091 15073 15053 15048 15026 14131 14126 14111 14107 14096 14071 14063 14053 14046 14023 14021 13148 13118 13097 13079 13012 13006 12068 12032 12016 11108 11107 11054 11016 10146 10107 10029 09073 08113 08017 08007 07149 07075 07007 06136 06111 06080 06078 06047 06038 05142 05117 05077 05065 05044 05009 04114 04041 03075 03031 03024 
17,23,69,22043 21128 21111 21043 20108 20084 19112 19044 19029 18153 18147 18117 18116 18086 18069 18035 18009 17133 16146 16142 16130 16063 16042 16019 15110 15096 15069 15064 15049 14067 14050 14049 14020 13137 13114 13097 13058 13041 12150 12012 11128 11009 10150 10104 10078 10063 10051 10039 09143 09103 09054 09024 08108 08088 08068 08052 08007 07148 07105 07067 06109 06016 05148 05093 05065 05007 03050 03013 03008 
17,24,79,22023 21142 21095 21043 21037 21021 21019 20122 20111 20101 20061 20044 20037 20016 19131 19127 19104 19061 19019 18130 18079 18036 17138 17039 16141 16083 16080 16041 16025 16002 15096 15066 14128 14124 14096 14048 14020 13137 13113 13058 13041 13025 13011 12150 12095 12085 12063 12050 12032 11086 11067 11034 11031 11020 11009 11008 11007 10104 10099 10063 09129 09103 09021 09010 08104 08062 07063 06136 06094 06067 06025 06018 05148 05077 04104 03051 03050 03041 03010 
17,25,82,22043 22023 22009 21107 21077 21057 21022 20101 20059 20007 19042 19019 18153 18117 18097 18091 17145 17018 16093 16080 16018 16004 15142 15080 15048 15041 15009 14117 14107 14106 14080 14071 14069 14050 14048 14020 13134 13128 13123 13097 13043 13025 13008 12132 12025 12016 11135 11131 11082 11067 11043 11037 11009 10152 10146 10127 10119 10114 10095 10087 10039 10021 09129 09116 09057 09002 08111 08054 07138 07082 07024 06084 06061 05123 05093 05034 04089 04076 04041 04038 04007 03041 
17,26,80,22034 21111 21109 21044 21037 20122 20111 20095 20072 20066 20062 20061 20005 20003 19105 19098 19083 19042 18086 18066 18036 18009 17066 17004 16140 16128 16127 16113 16090 16064 16042 15073 15036 14119 14053 14050 13131 13079 13078 13035 13021 12150 12068 12056 11135 11108 11097 11092 11082 11046 11045 11026 11009 11007 10151 10133 10071 09060 09054 09019 08143 08101 08069 07063 06138 06109 06080 06018 05096 04037 04036 04030 04021 04014 04003 03056 03050 03047 03046 03037 
17,27,91,22043 21117 21099 21095 21077 20094 20062 20061 20016 20004 19112 19092 19078 19061 19045 19003 18147 18144 18068 18044 17126 17004 16130 16128 16093 16033 15080 15073 15064 15048 15034 15021 14126 14107 14105 14089 14061 14031 14006 13137 13115 13078 13047 13011 12095 12073 12063 12033 12025 12012 12007 11116 11067 11049 10119 10104 10099 10095 10051 10001 09139 09116 09100 09073 09021 09019 08143 08105 08100 08068 08062 08026 08019 08010 07116 07053 07024 06147 06137 06059 06053 06051 06028 06004 05117 05056 05009 04021 03051 03027 03012 
17,28,80,22045 22009 21111 21104 21095 21044 21021 21019 20112 20101 20066 20047 19123 19109 19092 19083 18130 18116 18097 18036 18035 17145 17138 16130 16117 16063 15146 15080 15066 15021 14131 14123 14117 14111 14061 13107 13104 13073 13048 13033 13012 12136 12095 12092 12007 11120 11031 11002 10051 09143 09108 09012 09004 08142 08105 08101 08100 07149 07148 07063 07048 07033 06113 06084 06065 06053 06047 06004 05145 05117 05034 04089 04038 04007 03060 03056 03047 03031 03027 03016 
17,29,74,21060 21048 21019 20130 20094 20030 20011 20003 19136 19126 19078 19056 19044 18146 18079 18006 17111 16127 16077 16033 14119 14117 14098 14021 13134 13110 13012 13011 12129 12095 12060 11108 11107 11088 11055 11046 11031 11016 10150 10074 10058 10001 09144 09139 09002 08068 08052 08035 08026 07152 07105 07085 07062 07056 06095 06080 06076 06065 06059 05148 05142 05093 05056 05054 05015 05009 04104 04071 04052 04048 04041 04040 04038 03056 
17,30,98,22018 22003 21107 21077 21060 21037 21029 21025 20101 20084 20082 20030 20003 19123 18147 18078 18068 18057 18044 17133 17126 17107 17004 16142 16102 16083 16045 16025 16019 16002 15146 15080 15069 14089 14080 14069 14018 13147 13069 13048 13047 13040 13035 13025 13006 12105 12095 12085 12051 11147 11120 11066 11046 11020 10150 10119 10099 10087 10065 09100 09085 09075 09026 09024 08108 08101 08069 08060 08033 08011 08007 07152 07149 07091 07085 07075 07070 07062 07010 06127 06107 06065 06061 06051 06038 06016 05052 04109 04089 04079 04036 04023 03082 03065 03024 03016 03012 03005 
17,31,77,22034 21135 21116 21022 20122 20094 20061 20007 19131 19109 19083 19078 19061 19045 18153 18069 18003 17018 16127 16083 16042 16027 15096 15091 15050 15016 14124 14098 14063 14061 14053 13128 13107 13021 12148 12085 12062 12056 12051 12030 11092 11049 11043 11034 11008 11007 10152 10119 09054 09048 09004 08146 08111 08104 08052 08033 08019 08014 07141 07091 07056 06147 06137 06078 06057 06053 06004 05109 05056 05009 04109 04076 04030 03082 03075 03016 03005 
17,32,91,22034 22018 21048 21045 21022 20112 20108 20050 20047 20030 20005 20004 20003 19126 19092 19066 19029 18091 18009 17138 17111 17107 17025 17015 16140 16080 16063 16045 15146 15053 15005 14131 14105 14050 14049 14035 13118 13110 13066 13048 13010 13008 12092 12068 12007 11092 11066 11055 11045 11031 10146 10133 10104 10065 10051 10039 10001 09116 09108 09060 09054 09015 08146 08111 08105 08060 08026 08011 07091 07082 07075 07056 07024 07023 07010 07007 06079 06076 06047 06030 06025 05143 05117 05077 05052 05034 03047 03045 03037 03031 03013 
17,33,67,22034 21128 21117 21116 21057 21021 20050 20004 19141 19136 19126 19105 19092 19078 19029 18036 17138 16117 16004 15053 15036 15026 15007 14140 14124 14123 14076 14035 14018 13118 13114 13113 13069 13010 12101 12085 12068 11120 11115 11108 11054 11002 10127 10107 10103 09108 09100 09060 09024 09002 08033 07152 07062 07023 06113 06094 06078 06034 05096 05077 05007 04003 03084 03075 03065 03047 03016 
18,19,76,22045 22027 22010 21149 21131 21058 20127 20124 20123 20026 19145 19094 19070 19018 18148 18129 18106 18105 18062 18050 18039 18031 18004 17153 17121 17097 17092 17078 17056 16131 16126 16066 16062 16039 15152 15058 15055 14092 14030 13134 13098 13065 13055 12131 12074 12065 12036 11124 11094 11063 11011 10074 10035 09076 09053 08143 08090 08030 08027 08025 07094 07080 07068 07057 07049 07008 06140 06093 06089 06083 05039 04086 03089 03082 03070 03057 
18,20,96,22010 21131 21118 21099 21069 21061 21035 21012 21001 20124 20076 20029 19111 19084 18144 18139 18093 18046 17102 17057 17014 16135 16116 16067 16066 16061 16058 16033 16029 16014 16006 16005 16001 15111 15084 15071 15058 15056 15034 15017 15011 14143 14101 14094 14056 13103 13098 13094 13063 12117 12101 12069 12054 12019 12012 11140 11035 10139 10126 10113 10084 10068 09133 09106 09099 09068 09037 09026 09006 08030 08022 07137 07125 07102 07083 07057 07018 07016 06154 06032 05150 05119 05113 05088 05074 05073 05046 05045 04119 04111 04107 04090 04064 04006 03076 03009 
18,21,62,22010 20065 20030 19077 19031 19013 18148 18108 18093 18083 17136 17109 17082 17056 16062 16041 16029 15152 15107 15104 15068 15062 14106 14066 14041 14018 13143 13110 12030 11090 11027 11011 10101 10097 10035 10032 09082 09069 09034 08153 08111 08048 08025 07136 07106 07101 07083 07057 07045 07018 06085 06081 06057 06044 06041 05095 05054 05039 04120 04075 04042 03089 
18,22,79,21124 21081 21073 21003 20092 20080 20049 19111 19110 19077 18054 17121 17088 17078 17057 17023 16041 16001 15086 15084 15061 14092 14087 14046 14041 13143 13094 13055 13050 13002 12152 12142 12082 12076 12021 12019 11140 11058 11027 10146 10079 10060 09149 09147 09140 09073 09055 09053 09034 08145 08131 08107 08103 08075 08072 08006 08002 07146 07137 07101 07092 07068 07025 07016 07015 06141 06129 06089 06081 06062 06026 05119 05113 05063 05046 05044 04015 04002 03009 
18,23,79,21081 21069 21061 21043 21041 21034 20065 20048 20038 19040 18139 18109 18061 18040 18039 18028 17142 17133 17109 17100 17088 17057 17014 16116 16070 16063 15119 15104 15069 15024 14101 14094 14087 14067 14057 14030 14005 13120 13065 13063 12020 12012 11137 11130 11126 11112 11009 10150 10148 10142 10141 10068 10013 09086 09069 09036 09011 08036 08027 07113 07092 07068 07054 07047 07025 06141 06140 06109 06099 06098 06093 06062 06046 05115 05103 05064 04015 04006 03017 
18,24,70,21131 21108 21073 21068 21043 20092 20038 19151 19111 19104 19097 19085 19070 19019 18141 18130 18106 18062 18002 17136 17121 17100 17078 17052 16084 16058 16041 15024 14128 14101 14030 13059 13025 12117 11112 11083 11069 11011 11009 10147 10132 10112 10097 09112 09083 09055 08153 08129 08090 08046 08027 08022 07147 07146 07107 07106 07094 07092 06099 06094 06085 06062 06032 05088 05059 05046 04104 04090 03057 03041 
18,25,76,21073 21034 19097 19047 19037 19019 18112 18106 18105 18062 18054 18018 18016 17082 16131 16112 16088 15154 15139 15107 15104 15017 14143 14106 14060 13149 13134 13125 13050 13030 13025 12143 12100 11130 11090 11048 11027 11021 11009 10146 10121 10109 10101 09154 09099 09076 09068 08129 08111 08081 08023 08002 07136 07134 07120 07118 07113 07106 07082 07050 07008 06150 06141 06085 05136 05133 05123 05034 05010 04119 04086 04039 03057 03041 03021 03017 
18,26,94,22027 21108 21098 21069 21041 21035 21012 20127 20123 20069 20065 20028 19151 19110 19018 18120 18112 18108 18106 18004 17154 17135 17114 16107 16084 15135 15117 15104 15068 15062 15061 14143 14118 14092 13149 13136 13098 13078 13044 13030 12131 12077 12036 11126 11124 11122 11048 11046 11027 11009 10143 10142 10140 10139 10101 10097 09044 09043 09034 09006 08145 08143 08027 08023 07147 07146 07113 07097 07083 07025 07018 07016 06138 06134 06109 06100 06083 06062 06032 05134 05113 05096 05074 05010 04111 04075 04045 04039 04036 03089 03086 03083 03037 03021 
18,27,82,21099 21038 20076 19110 19096 19094 19084 18144 18120 18089 18031 18018 18016 16131 16116 16107 16067 16039 16033 16029 16014 15139 15129 15124 15068 15060 15040 15034 15017 14005 13143 13115 13078 13059 13055 13037 12140 12076 12065 12012 12005 11140 11122 11072 11049 11048 11035 10148 10142 10141 10126 10060 10001 09082 09073 08143 08107 08092 08048 08006 07147 07125 07100 07053 07022 07013 06150 06129 06110 06099 06073 06007 05136 05132 05113 05064 04120 04086 04075 04064 04045 03089 
18,28,66,22045 21122 21058 21035 20106 19110 18130 18027 17082 17056 16147 16063 16006 15084 15071 15055 15037 14056 14007 13153 13125 13044 13037 13002 12152 12142 12131 12117 12092 12077 12074 11087 11083 11018 10126 10113 10068 10032 09083 09076 09053 09012 08136 08130 08092 08046 08036 08030 08022 07107 07068 07054 07045 07033 06134 06113 06041 06008 05125 05095 05034 04075 04072 04045 04026 03083 
18,29,81,21124 21017 21003 20124 20123 20030 20011 19085 19048 18146 18093 18002 17092 17088 17082 17067 17052 16070 16033 15152 15084 15083 15071 15032 14094 14056 13152 13134 13110 13065 13059 13030 12152 12142 12082 12076 12069 12020 11140 11083 11046 10150 10140 10123 10112 10109 10074 10032 10022 10001 09149 09144 09106 09099 09082 09056 09055 08145 08083 08035 08002 07136 07106 07100 07095 07080 07013 06129 06083 06073 06046 06026 05132 05095 05074 05059 05054 05039 04104 04039 03076 
18,30,88,22003 21025 20048 20030 20029 19047 18108 18078 18031 18004 17133 17097 17057 16104 16044 15111 15069 15040 14118 14030 14018 13149 13069 13065 13025 13023 13002 12143 12140 12076 12054 12021 12019 11147 11137 11069 11058 11046 11018 10150 10147 10143 10121 10112 10084 10059 10008 09112 09068 09044 09026 08153 08130 08092 08075 08072 08048 08033 07146 07101 07100 07097 07070 07047 07045 07015 06154 06134 06100 06066 06062 06044 05134 05120 05115 05103 05064 05063 04121 04072 04036 04002 03086 03082 03059 03057 03021 03009 
18,31,73,21118 21116 21068 21001 20127 20080 20026 19097 19040 19023 18148 18139 18134 18112 18109 18087 18046 18004 18002 17097 17057 17052 17014 16147 16116 16104 16094 16067 16024 16006 16005 15119 15071 15060 15037 14057 13120 13063 12142 12140 12065 12030 12005 11124 11122 11049 11035 11021 10143 10139 10022 09092 09076 09037 08111 08081 08033 07113 07049 06141 06124 06057 06046 06044 06032 05125 05075 04111 04064 04002 03082 03057 03017 
18,32,102,22027 22010 21149 21124 21108 21098 21068 21059 21041 21017 20048 20030 20029 20028 19096 19070 19018 18139 18134 18133 18083 18039 17121 17092 17022 16147 16107 16095 16063 16061 16058 15152 15135 15117 15083 15061 15060 15040 15032 15005 14101 14087 14005 13149 13143 13110 13055 13037 13023 12143 12131 12113 12092 12074 11130 11124 11084 11058 10146 10123 10109 10022 10001 09147 09133 09112 09086 09056 09036 08131 08130 08129 08111 08107 08083 08048 08023 08022 07118 07100 07095 07094 07082 07013 06124 06100 06081 06046 06026 06008 06007 05125 05120 05064 05034 04121 04120 04090 04027 04026 04006 03037 
18,33,70,21116 21059 21017 21008 20124 20080 19111 19047 19031 18141 18134 18120 18109 18093 18083 18062 18054 18002 17142 17092 16135 16134 16088 16005 15061 15017 14132 14103 14087 14076 14060 14018 14005 13153 13069 12140 12101 12100 12054 12005 11137 11058 11018 10132 10032 09140 09036 09006 08103 08070 08046 08033 07125 07102 07092 07049 07016 06154 06113 06110 06096 06094 06066 06007 05115 05096 04119 04090 04072 03089 
19,20,86,22016 22010 21148 21142 21131 21126 21125 21026 20124 20105 19131 19076 19026 18150 18057 18033 17150 16145 16085 16077 16066 16040 16035 15145 15143 15142 15112 15105 15087 15058 14039 14019 14009 13098 13060 13046 13014 12141 12049 12046 11097 11067 11056 10128 10055 09150 09142 09062 09019 09010 08134 08128 08074 08057 08053 08030 08021 07153 07098 07057 06102 06005 05146 05089 05084 05082 05072 05051 05036 05033 05032 05023 05020 05013 04110 04097 04061 04040 04033 04031 04022 03062 03053 03043 03018 03002 
19,21,84,22010 21135 21072 21052 20070 20040 19122 19113 19095 19069 19056 19033 19011 18148 18102 18025 18022 17150 17075 17056 17044 16119 16085 16071 16062 15152 15143 15100 15092 15075 15070 15042 15029 14083 14055 14051 14019 14012 13089 12139 12138 12093 12091 12071 12057 12024 11097 11076 11061 11042 11026 11011 10144 10105 10037 10035 09152 09062 09052 08135 08057 08053 08025 07128 07065 07057 07038 07029 06135 06001 05101 05051 05039 05036 05023 05014 04110 04050 04040 04031 03089 03053 03007 03002 
19,22,72,22033 20133 20131 20105 19108 19082 19063 19042 19028 18128 18124 18072 18066 18033 18024 18022 17121 17098 17095 17078 16072 16057 16030 16022 15142 15131 15127 15108 15091 15020 14096 14092 14077 14053 14045 14014 14004 13133 13079 13062 13055 13013 12122 12097 12071 11127 11050 10061 10043 10026 09053 08150 08127 08112 07149 07068 06142 06135 06089 06039 06038 05101 05098 05019 05008 05003 04110 04095 04088 04004 03075 03074 
19,23,73,22035 21141 21139 21126 21125 21087 21067 20133 19137 19122 19033 19007 18128 18121 18069 18049 18039 18022 17150 17120 17110 17040 17002 16068 16057 16040 16022 15076 15042 15020 14085 14083 14051 14030 13137 13087 13083 13065 13057 13029 12071 12046 11128 11127 11101 11081 11056 11038 10055 10052 09126 09074 09062 09020 08139 08138 08112 08055 08027 07126 07068 06140 06135 06125 06093 06060 06023 05089 05014 04061 04059 04004 03007 
19,24,88,22025 22024 22023 22004 21142 21139 21131 21125 21087 21037 20105 20085 20044 19131 19082 19071 19070 19061 19011 18115 18106 18092 18062 17121 17078 17002 16103 16101 16072 16052 15145 15138 15108 14096 14090 14051 14030 14012 14004 13154 13137 13087 13046 12139 12093 12063 12050 12042 12037 11141 11068 11067 11038 11034 11030 11020 11011 10128 10040 10037 09142 09115 09101 09066 09010 08150 08133 08090 08074 08050 08027 07150 07122 07094 07081 07040 07039 06102 06025 06005 05146 05110 05101 05072 05013 04088 04031 03057 
19,25,86,22035 22033 22025 22023 22009 21134 21107 21067 21026 20102 20083 20054 20046 19113 19108 19069 19042 19016 18151 18124 18121 18106 18105 18104 18072 18062 18025 17146 17059 17010 17002 16131 16085 16072 16030 16023 16010 15142 15141 15019 14069 14014 14009 14004 13134 13133 13128 13089 12024 12017 12010 11081 11067 11056 11030 10057 10041 10040 10021 09076 09017 08139 08138 08106 08049 07153 07138 07065 07008 06074 06061 06048 05126 05110 05032 05023 05020 04101 04086 04055 04050 04004 03068 03057 03018 03015 
19,26,96,22033 22027 21141 21088 21066 21037 20131 20127 20123 20118 20102 20083 20058 20054 20046 20009 19042 19028 19018 19006 19004 18151 18115 18106 18066 18024 18012 18004 17146 17066 16139 16108 16071 16064 16057 16040 16035 16031 15131 15105 15092 15065 15019 14092 14053 13131 13098 13079 13057 13046 13021 12131 12098 12036 12010 11124 11117 11097 11076 11026 11024 10151 10131 10061 10037 09019 09017 08143 08139 08133 08122 08067 08057 08055 08050 08027 08021 07126 07122 07046 06142 06083 06005 05126 05092 05089 05036 04101 04097 04074 04059 03089 03069 03015 03007 03002 
19,27,80,21139 21133 21126 21051 20133 20131 20116 20046 20019 19144 19094 19061 19045 19026 18070 18031 17146 17098 17026 16132 16131 16105 16103 16039 15141 15134 15127 15113 15112 15108 15092 15089 15076 15014 14136 14105 14104 14091 13144 13137 13126 13062 13055 12141 12065 12063 12057 12007 11127 11067 11052 10092 10052 09152 09032 09019 09018 08143 08128 08127 08106 08105 08053 08050 08026 07128 07039 06142 06010 06005 05144 05056 05008 04095 04086 03089 03085 03074 03072 03068 
19,28,87,22045 22025 22009 22004 21136 21126 21058 20051 20047 20019 19095 19082 19006 18102 18033 18012 17120 17094 17087 17056 17040 17010 16139 16132 16105 16071 16068 16054 16052 15141 15089 15087 15055 15029 14109 14104 14070 13151 13095 13087 13057 13051 13033 13013 12139 12131 12122 12108 12104 12074 12042 12037 12024 12017 12007 11123 11119 11117 11052 11050 10128 10093 10092 10043 09152 09076 09074 09053 08134 08105 08057 08030 08021 07149 07089 07073 07068 06106 06039 06023 06001 05146 05092 04095 03069 03053 03018 
19,29,80,22016 21123 21067 21065 21051 20133 20124 20123 20102 19076 19071 19063 19056 19033 19028 18151 18115 18104 17111 17096 17095 17092 17075 17040 16077 16071 16035 16030 16023 15152 15089 15070 15065 14116 14091 14085 14070 14047 14014 13154 13134 13095 13065 13051 13029 12122 12098 11141 11127 11101 11050 11033 10074 10058 10052 10041 08150 08106 08026 07093 07085 07080 07060 07039 06083 06071 06048 06010 05111 05056 05039 05032 05020 04097 04074 04055 04050 04040 04004 03053 
19,30,64,22004 21141 21107 21066 21052 21037 20131 20118 20083 20019 19144 19071 19028 19011 18072 18057 18031 18004 17098 17097 17026 17010 16139 16119 16022 15014 14110 14069 14055 14030 14015 13147 13065 11117 11020 10153 10092 10040 09135 09110 09061 09052 09018 08127 08106 08065 08057 07149 07085 07040 07038 06127 06125 06061 06060 06038 05151 05014 04095 04079 04023 04022 03082 03057 
19,31,78,22016 22005 21135 21134 21133 21126 21125 21123 20127 20083 20054 20026 19137 19131 19079 19063 19061 19055 19045 18150 18148 18069 18024 18004 17097 17094 17044 16119 16105 16068 16027 15134 15091 14136 14053 14039 13144 13128 13126 13021 12139 12098 12065 12057 11151 11124 11101 11034 11024 10153 10105 09076 09066 08146 08065 08055 07153 07128 07126 07073 07065 07049 07031 06135 06071 06039 05124 05098 05092 05089 05056 05036 05003 04110 04097 03082 03075 03057 
19,32,79,22027 22025 22010 22004 21149 21010 20047 20046 19108 19076 19070 19018 19004 18039 18024 17121 17111 17092 17044 17034 17002 16119 16101 16071 16068 16054 15152 15143 15075 15042 14136 14105 14090 14072 14015 14009 13074 13055 12131 12074 12049 12007 11124 11119 11081 11076 11019 10093 10057 10040 09089 09066 09062 09032 08150 08146 08138 08134 08105 08026 07124 07122 07094 07042 06125 06060 06048 06039 06025 05014 05008 04095 04088 04055 03074 03068 03062 03043 03015 
19,33,56,21066 21065 21010 20124 20118 20074 20019 19132 19113 19014 18092 18062 18033 17146 17098 17092 17040 17034 16101 16031 15127 14149 14083 14015 13151 13126 13072 12093 12046 12038 12037 11151 11076 11030 11019 10137 10093 10043 09135 08128 08067 07081 07049 07042 06125 06106 06077 06074 05124 05098 05072 05008 04061 03089 03075 03068 
20,21,77,22019 22010 22008 22001 21150 21128 20079 20023 20013 19003 18093 18056 18030 18015 18010 18005 17150 17147 17122 17045 16090 16085 16069 16029 15149 15143 15121 15072 14152 14019 13132 13099 13088 13084 12133 12112 12045 12028 11133 11118 11098 11097 11088 11057 10083 10077 10047 09153 09072 09062 09046 08057 08053 08024 07129 07083 07079 07057 07044 07018 07002 06095 06092 06072 06045 06021 05067 05051 05036 05023 04110 04056 04040 04031 03061 03053 03002 
20,22,102,22037 22028 22007 21111 21104 21062 20134 20105 20079 20022 19119 19111 19093 19089 19075 19066 19003 18140 18122 18107 18082 18033 18010 17122 17116 17086 17084 17080 17063 17057 17037 16152 16151 16115 16114 16036 16017 16016 16001 15149 15142 15133 15084 15081 15078 15008 14111 13142 13132 13127 13119 13094 13088 13082 13034 12130 12111 12106 12019 11140 11136 11098 11078 11036 11005 10117 10116 10102 10091 10083 10069 09146 09123 09104 09065 09025 08047 08041 08017 07137 07129 07096 07016 07002 06117 06080 06069 06047 06033 06021 05138 05119 05113 05085 05055 05046 04110 04069 04029 03031 03023 03009 
20,23,70,22043 22028 22007 21128 21126 21125 21111 21069 21061 20109 20100 20096 20087 19139 19060 18139 18137 18051 18041 17150 17137 17104 17057 17033 17030 17014 16149 16116 16040 15126 15049 15003 15001 14108 14101 14094 14024 13132 13063 12121 12106 12046 12012 12008 11056 10108 10083 10073 10068 10055 09107 09103 09098 09090 09062 09025 08041 07061 06117 06090 06033 05139 05089 05062 05031 05007 04080 04066 04061 04006 
20,24,89,21150 21142 21131 21125 20105 20075 20060 19131 19119 19111 19080 19068 19064 19015 18094 18082 18077 18041 18014 17139 17122 17084 17083 17080 17055 17050 16138 16058 16016 16002 15145 15133 15088 15057 15047 15015 15003 14124 14101 13088 13046 12121 12120 12117 12115 12055 12052 12041 12008 11139 11067 11036 11001 10128 10117 10108 10091 10077 10069 09142 09103 09010 08114 08085 08074 08022 07044 07014 06108 06102 06088 06072 06032 06005 05146 05107 05088 05079 05072 05046 05013 04090 04082 04080 04066 04031 04029 03080 03066 
20,25,82,22043 22019 22007 21062 21026 20115 20087 20022 20007 19064 18140 18097 18063 18048 18030 18007 17147 17106 17063 17045 17037 17001 16138 16085 16074 16059 16046 16016 15142 15057 15017 15015 14152 14143 14139 14082 14042 14009 13146 13132 13068 12119 12090 12058 11153 11135 11133 11111 11104 11082 11067 11056 09153 09123 09113 09099 09068 08141 08114 08054 07153 07142 07079 06152 06133 06123 06088 05130 05121 05107 05079 05032 05026 05023 05020 04119 04089 04066 04056 04007 03080 03018 
20,26,107,21150 21111 21109 21069 21035 21027 21012 20134 20096 20095 19148 19119 19068 19065 18081 18056 18015 17137 17083 17061 17001 16149 16148 16115 16113 16090 16046 16043 16040 16035 16016 15105 15097 15081 15079 15078 15057 15047 14143 14119 14082 13119 13099 13098 13046 13034 13019 12145 12119 12115 12084 12058 12011 11135 11097 11082 11057 11045 11001 10139 10116 10071 09104 09046 09040 09025 09019 09006 08069 08057 08044 08024 08021 07142 07115 07083 07018 07016 07014 07001 06117 06115 06101 06097 06088 06080 06032 06009 06005 05113 05107 05089 05078 05074 05067 05050 05036 05026 05005 05002 04111 04097 04080 04037 04014 03023 03002 
20,27,82,22043 21127 21126 21099 20096 20076 20017 19148 19084 19060 19026 19021 19003 18144 18114 18074 18068 18051 18007 17149 17122 17106 17061 17050 16136 16125 16123 16116 16115 16114 16069 16067 16046 16033 16029 16014 16007 15112 15097 15047 15034 15017 14001 13132 13068 13004 12145 12141 12119 12112 12045 12012 11140 11139 11111 11067 11035 10126 10073 09019 08128 08053 08041 07142 07125 07084 06152 06119 06114 06101 06097 06070 06033 06005 05129 05113 05038 04093 04082 04064 04034 03033 
